56ddde6b9a695914005b9628	0.0 1.0 0.13 0.59917 0.0 0.25 0.025 0.125 0.0 0.1 0.08322 0.16667 0.20833
56ddde6b9a695914005b9629	0.83333 0.29167 0.275 0.79342 0.25 0.0 0.1 0.20833 0.16667 0.1 0.19245 0.2 0.25
56ddde6b9a695914005b962a	0.0 1.0 0.4 0.42857 0.0 0.25 0.1 0.10714 0.07143 0.11667 0.22675 0.25 0.25
56ddde6b9a695914005b962b	0.02367 0.94675 0.26272 0.71337 0.0 0.25 0.025 0.2 0.15 0.08333 0.21201 0.25 0.25
56ddde6b9a695914005b962c	1.0 0.85714 0.28571 0.72049 0.25 0.0 0.05 0.15 0.125 0.16667 0.19121 0.22917 0.23958
5ad39d53604f3c001a3fe8d1	0.0 1.0 0.23333 0.69697 0.0 0.25 0.025 0.20455 0.15909 0.18333 0.19527 0.02778 0.25
5ad39d53604f3c001a3fe8d2	0.09234 0.43331 0.29763 0.73105 0.0 0.25 0.025 0.20833 0.125 0.1 0.13464 0.05 0.2125
5ad39d53604f3c001a3fe8d3	0.06173 0.91358 0.27901 0.64681 0.0 0.25 0.025 0.21875 0.1875 0.13333 0.23123 0.07143 0.25
5ad39d53604f3c001a3fe8d4	0.9321 0.27778 0.19568 0.61287 0.25 0.0 0.05 0.16667 0.125 0.1 0.16349 0.25 0.23438
56dddf4066d3e219004dad5f	0.02367 0.94675 0.26272 0.71337 0.0 0.25 0.075 0.22222 0.16667 0.15 0.20511 0.1875 0.24107
56dddf4066d3e219004dad60	0.0 1.0 0.2 0.54881 0.0 0.25 0.05 0.16667 0.125 0.1 0.24172 0.25 0.25
56dddf4066d3e219004dad61	0.0 1.0 0.10769 0.52372 0.0 0.25 0.025 0.15 0.15 0.08333 0.23797 0.25 0.25
5ad3a266604f3c001a3fea27	0.00866 0.24242 0.21169 0.66901 0.0 0.0 0.1 0.15385 0.15385 0.21667 0.24413 0.125 0.24554
5ad3a266604f3c001a3fea28	0.02367 0.94675 0.26272 0.71337 0.0 0.25 0.025 0.21429 0.21429 0.11667 0.23371 0.0 0.2381
5ad3a266604f3c001a3fea29	0.0 1.0 0.1 0.6 0.0 0.25 0.025 0.15 0.1 0.08333 0.1554 0.08333 0.22619
5ad3a266604f3c001a3fea2a	0.0 1.0 0.2 0.54881 0.0 0.25 0.05 0.125 0.125 0.1 0.2455 0.25 0.25
5ad3a266604f3c001a3fea2b	0.0 1.0 0.1 0.57143 0.0 0.25 0.025 0.14286 0.10714 0.11667 0.17537 0.25 0.24107
56dde0379a695914005b9636	0.09234 0.43331 0.29763 0.73105 0.0 0.25 0.025 0.16667 0.11111 0.15 0.03785 0.25 0.25
56dde0379a695914005b9637	0.95753 0.17761 0.18224 0.71901 0.25 0.0 0.05 0.15909 0.06818 0.18333 0.02896 0.25 0.25
5ad3ab70604f3c001a3feb89	0.0 0.75 0.175 0.77549 0.0 0.25 0.025 0.21875 0.1875 0.13333 0.20753 0.10714 0.25
5ad3ab70604f3c001a3feb8a	0.95753 0.17761 0.18224 0.71901 0.25 0.0 0.05 0.15909 0.09091 0.18333 0.0437 0.25 0.25
56dde0ba66d3e219004dad75	0.95753 0.17761 0.18224 0.71901 0.25 0.0 0.025 0.17857 0.17857 0.11667 0.22123 0.2 0.25
56dde0ba66d3e219004dad76	0.06173 0.91358 0.27901 0.64681 0.0 0.25 0.075 0.13889 0.13889 0.15 0.23933 0.2 0.25
56dde0ba66d3e219004dad77	0.0 1.0 0.175 0.5881 0.0 0.25 0.025 0.125 0.125 0.1 0.24801 0.25 0.25
5ad3ad61604f3c001a3fec0d	1.0 0.5 0.2 0.66544 0.25 0.0 0.05 0.15625 0.125 0.13333 0.18699 0.0 0.25
5ad3ad61604f3c001a3fec0e	0.2 1.0 0.32 0.76952 0.0 0.25 0.075 0.1875 0.15625 0.13333 0.20525 0.22917 0.24167
5ad3ad61604f3c001a3fec0f	0.0 1.0 0.14 0.73911 0.0 0.25 0.025 0.18182 0.18182 0.18333 0.22577 0.25 0.24375
5ad3ad61604f3c001a3fec10	0.075 0.375 0.45167 0.64694 0.0 0.25 0.075 0.16667 0.14583 0.2 0.202 0.25 0.24375
56dde1d966d3e219004dad8d	0.0 1.0 0.1 0.54545 0.0 0.25 0.025 0.13636 0.06818 0.18333 0.15069 0.0 0.18056
5ad3ae14604f3c001a3fec39	0.9321 0.27778 0.19568 0.61287 0.25 0.0 0.025 0.125 0.09375 0.13333 0.1445 0.1875 0.1875
5ad3ae14604f3c001a3fec3a	0.0 1.0 0.9 0.57143 0.0 0.25 0.225 0.14286 0.10714 0.11667 0.11079 0.25 0.20833
56dde27d9a695914005b9651	0.1299 0.58763 0.35959 0.68714 0.0 0.25 0.025 0.2 0.2 0.08333 0.19087 0.125 0.21875
56dde27d9a695914005b9652	0.0 0.30769 0.15385 0.70101 0.0 0.0 0.025 0.09375 0.0625 0.13333 0.16605 0.16667 0.25
5ad3af11604f3c001a3fec63	0.1299 0.58763 0.35959 0.68714 0.0 0.25 0.025 0.21429 0.21429 0.11667 0.22282 0.20833 0.22917
5ad3af11604f3c001a3fec64	0.075 0.375 0.45167 0.64694 0.0 0.25 0.05 0.15625 0.15625 0.13333 0.2448 0.2 0.25
